AISelect,RemoteWork,EdLevel,YearsCodePro,ConvertedCompYearly,JobSat
"No, and I don't plan to",Remote,Primary/elementary school,3.84261195179615,82418.18577122015,4.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.408299664989535,107907.69742004888,10.0
Yes,Remote,Primary/elementary school,2.545923070288029,95399.08293131206,8.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,14.080670462589092,143740.8487925548,10.0
"No, and I don't plan to",Remote,Primary/elementary school,1.0,40888.88802586538,8.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.706248529821584,79141.7908871051,5.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.441558556430788,110508.60850206469,8.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.029683711333155,103557.18956722826,4.0
Yes,Remote,Primary/elementary school,3.3363010909502915,72561.90951474714,5.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.53717917555285,84221.83613455121,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.4246758247483085,66203.1630376615,9.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.735485645569728,63497.77529883486,8.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.482990221117696,69119.29804130082,4.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.160754259171009,91353.25023164622,7.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,1.3839948144756091,,6.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,17.580147161660634,136593.06280332155,4.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,3.4100337473311617,89437.21059029465,9.0
"No, and I don't plan to",In-person,Primary/elementary school,1.7512700898888696,53501.01151547583,6.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.010859567093028,79278.20174061242,4.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,5.606826185674171,76478.81407712851,4.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.015790749841022,66115.04926720216,9.0
"No, and I don't plan to",In-person,Primary/elementary school,9.382576230278879,102230.62478722242,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,93780.77918521407,10.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,65116.2904346794,10.0
"No, but I plan to soon",Remote,Primary/elementary school,4.6103065394270875,65159.53049776312,8.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,11.3116069578133,,7.0
"No, but I plan to soon",In-person,Primary/elementary school,4.783778826348865,69897.45202737254,2.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.396626738114456,126711.87527267504,8.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.804059044687563,110929.62574939485,10.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.131784738029939,122805.8574103089,7.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.35889543749903,91607.32845501904,3.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.128010500067424,91662.87332902387,5.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,7.6388709147284,90230.6462825532,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.535033210087282,66045.9101903898,4.0
"No, and I don't plan to",Remote,Primary/elementary school,5.999248667171348,69048.7832812617,2.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,2.720159373629671,76059.24240110347,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,76396.19244150426,6.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.4162824371282,93292.8234127721,10.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.629033747141193,125798.18448436588,8.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.024845422487145,94258.0369881615,7.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.593796491431517,85642.6825776856,6.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,3.686410180825404,79799.92090588945,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,2.9957511464622684,68465.26687556918,3.0
"No, but I plan to soon",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.865261225287389,83291.21577586725,4.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.47239392705525,84158.36770964267,9.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.3250358860274947,94822.87124338254,7.0
"No, but I plan to soon","Hybrid (some remote, some in-person)",Primary/elementary school,1.0,46651.7353624962,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.91439563272499,88171.8002197061,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.570799664940733,96020.80206897976,7.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,104452.75328033278,10.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.2788655847085133,61654.17193137938,6.0
"No, but I plan to soon",Remote,Primary/elementary school,8.054186962312675,107017.26378339881,4.0
"No, but I plan to soon",Remote,Primary/elementary school,17.27962814190134,121579.6105385714,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.5671533258952177,62056.76370754402,9.0
"No, and I don't plan to",Remote,Primary/elementary school,1.4122636341281636,61963.53474099064,8.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.354793475356741,82464.14633802492,3.0
Yes,Remote,Primary/elementary school,11.818697759974818,96104.38488634842,8.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.503605150697159,76128.45956952368,5.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,74831.54124774784,6.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.734996883545383,93918.81467428694,8.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.459365589211892,107008.07125621635,9.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.114620506152994,110634.62831632442,6.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.627788449297116,116222.26945689463,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.312264305489517,81726.95086540963,5.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.951419424528377,45334.91014410025,10.0
"No, and I don't plan to",Remote,Primary/elementary school,16.766017368677872,115610.8550096858,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.40743195764612,81614.90594325156,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.552311514352919,92665.04786618473,10.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,14.238059674074426,150816.2848983562,10.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.1030508844183604,89276.77349268514,9.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,,10.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.478227698393939,68776.06937568795,7.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.993053906897218,88245.93790290909,6.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.088448073797351,70756.18438029541,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.975719028486607,115291.66443490726,7.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.3671752708457183,72872.2020145572,7.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.256668502498696,84158.72599908672,8.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.559576189447252,,8.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.4351259995729966,84786.74223897747,8.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.752639664157266,85784.57346326126,9.0
"No, but I plan to soon",In-person,Primary/elementary school,10.41038321318041,101352.87928215596,4.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.482272481722005,90216.44443824423,3.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.317675931595875,99329.47360974592,4.0
Yes,In-person,Primary/elementary school,1.0,60004.238960976996,7.0
"No, and I don't plan to",In-person,Primary/elementary school,6.8474396582334,82883.69090843454,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.199211163611336,111545.25367285947,6.0
Yes,Remote,Primary/elementary school,10.7448360383198,105607.18265576761,9.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.739241209958956,66649.84057366734,5.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,12.012355669208306,104495.43244926789,7.0
"No, but I plan to soon",In-person,Primary/elementary school,8.566682462461086,72368.66763381558,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.235192277991555,95259.48898501201,9.0
Yes,Remote,Primary/elementary school,5.245016319806826,93339.4970117598,6.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.577373869186776,117930.94908376929,10.0
"No, and I don't plan to",In-person,Primary/elementary school,10.306566141559586,91471.28180245058,5.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.711223718826226,87832.14566356865,5.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,3.839948791675696,95502.5141752077,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.48259160125326,87444.64905448136,10.0
Yes,In-person,Primary/elementary school,4.0031375316443105,94543.93435824856,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.090247683501309,118993.87008319878,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,69583.94274598,9.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,25374.84049129817,6.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.45098596942905,109309.54448921968,8.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.09961311610329,87478.87606889106,6.0
Yes,In-person,Primary/elementary school,7.800059404686992,97793.73619543966,10.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.043414328403487,69564.99608549372,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.376497071157105,98319.51464709798,6.0
Yes,In-person,Primary/elementary school,4.123973329274384,83914.0329090119,5.0
"No, but I plan to soon",Remote,Primary/elementary school,1.0,27112.001913762662,6.0
"No, and I don't plan to",Remote,Primary/elementary school,12.347681750258852,75637.35521078084,7.0
Yes,Remote,Primary/elementary school,11.730262908243485,118335.64049110578,5.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.570580837143934,92993.66880608287,8.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.997676130711643,115311.71363992908,7.0
"No, but I plan to soon",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.61317075090864,95147.06737111759,8.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.016303732632357,101414.55163415635,10.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,8.918718958039852,72947.97025723918,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.795798785933238,90476.38308555954,6.0
"No, but I plan to soon",Remote,Primary/elementary school,9.597989459436958,60214.404589225,5.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.544322426041454,84619.85853038712,10.0
"No, but I plan to soon",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.893456523354214,74849.06487519122,6.0
"No, and I don't plan to",Remote,Primary/elementary school,8.803565500850059,83767.51661598995,9.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.104540519361884,105109.19077375873,7.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.53680130882599,117881.07323854568,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.000746658539893,84239.12124047335,9.0
Yes,Remote,Primary/elementary school,11.602430202372275,80949.45528851401,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.469344985761409,,8.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.036714010821044,111776.15111043295,5.0
"No, and I don't plan to",Remote,Primary/elementary school,10.167185651213881,,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.143248037187236,94336.7336212695,9.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.7730144791620446,107943.87521675514,6.0
"No, but I plan to soon",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,54636.72643282044,7.0
"No, and I don't plan to",In-person,Primary/elementary school,9.23880188964569,97269.55939919599,4.0
"No, but I plan to soon",Remote,Primary/elementary school,7.750155137655848,68170.95751397879,8.0
"No, but I plan to soon","Hybrid (some remote, some in-person)",Primary/elementary school,11.01750653905253,92707.16600581195,5.0
Yes,Remote,Primary/elementary school,4.197852687961847,80647.40910334878,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.040473505025444,96011.05868553974,5.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.217648448877647,111591.27574389715,5.0
"No, and I don't plan to",Remote,Primary/elementary school,6.618761115802598,57332.50876081388,3.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.667718013059266,105837.86542837677,7.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.52786583009638,79520.70557297984,8.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.7141218838813996,90221.79382412301,7.0
Yes,Remote,Primary/elementary school,9.124386409138431,97811.70294870913,5.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,13.489993363604054,131222.87270139827,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.088815738170546,65715.31610981462,6.0
"No, and I don't plan to",Remote,Primary/elementary school,1.1563002453933704,76410.34873400649,10.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.25109387634396,85446.78814708754,9.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,38572.46206477315,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.161044516184258,123766.88764518726,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.056421185312379,103214.72799582855,7.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.994522913328726,,6.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.327760312124254,64634.182348817936,9.0
"No, and I don't plan to",In-person,Primary/elementary school,3.6668201670300387,,3.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.44689213721141,89796.15858564191,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,7.437630396080234,75356.42814728431,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.303037372793519,82740.40163466339,6.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.365727901494811,115038.09279712552,7.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.228980569207829,108148.4714657977,8.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,62342.67126440025,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.372086099430833,,7.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.907900582213996,66656.84739600189,5.0
Yes,Remote,Primary/elementary school,4.0852877322168375,63561.249216065626,4.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.831965817947896,95128.68807859886,6.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.183865678722225,113163.0048521916,7.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.96095381482073,90386.07147414664,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.652137251630712,74054.03105756048,10.0
"No, and I don't plan to",Remote,Primary/elementary school,5.49063169220876,77020.1064562117,5.0
Yes,Remote,Primary/elementary school,9.869134324635102,114378.7428178127,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.740072355871696,85244.80618400234,6.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.692849497828071,106478.00322171091,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.325941048087035,71955.3652539918,7.0
Yes,Remote,Primary/elementary school,7.567063435844318,93180.17747776968,9.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.462414469174041,68058.26921475357,8.0
"No, and I don't plan to",Remote,Primary/elementary school,11.919096898087748,102611.29543257454,8.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.882735186332456,127297.994536636,7.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.035312553069579,60447.295100386305,10.0
"No, and I don't plan to",In-person,Primary/elementary school,2.8145805065184994,99921.2028359097,6.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.11641083330009,76367.88919085883,6.0
"No, and I don't plan to",In-person,Primary/elementary school,10.959440562343996,95012.05474697385,9.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.539249297137571,80138.7889375762,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.484403263527242,68147.8309826024,2.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.362616545648564,85123.05422283162,6.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.812191408823699,86184.81636608354,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,10.101694932357498,96589.1933853647,4.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.267471878129049,86795.81184511814,8.0
"No, and I don't plan to",Remote,Primary/elementary school,5.294925773294299,,7.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.607675820695691,85428.8051751509,10.0
"No, and I don't plan to",Remote,Primary/elementary school,4.112146691499484,56958.766910155115,5.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.382104399540847,70860.25524554093,8.0
Yes,Remote,Primary/elementary school,11.604878563142455,,8.0
"No, and I don't plan to",Remote,Primary/elementary school,9.213454275090491,48644.22630734463,9.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.530357652820738,85749.74869955519,10.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.185091487833607,84634.21612797373,10.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.22606484264804,107054.89140364419,7.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.597158221506016,91259.1696417854,10.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.199976669802272,113056.11487152401,7.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.355566392874087,123159.13514667097,5.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.66345420616063,107885.17491882172,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.6214038901222994,69878.29977480174,9.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.846401522354027,91061.54408259074,9.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.3644034664244895,93805.35776782144,4.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.226138685837334,79541.3149818382,4.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.5592292183100067,62729.258371632845,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.179074366191138,124054.4662560111,8.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.515242117986373,93565.31968523448,7.0
Yes,Remote,Primary/elementary school,8.51131688488863,109997.60428922191,8.0
"No, and I don't plan to",Remote,Primary/elementary school,4.627711462271078,60028.58201205334,5.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.258825230217875,93690.2983801848,10.0
"No, and I don't plan to",Remote,Primary/elementary school,8.89220371293285,92799.27681775557,4.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,10.749309167283508,96638.77224671081,10.0
"No, but I plan to soon","Hybrid (some remote, some in-person)",Primary/elementary school,3.086711169632227,83895.26561532704,8.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.627123423152156,124332.56048263615,10.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.445662095087918,87132.46055573036,5.0
"No, but I plan to soon",Remote,Primary/elementary school,9.43291558122925,,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.116230953980958,85403.44908482136,8.0
"No, but I plan to soon",In-person,Primary/elementary school,3.287429446883798,57111.63173127902,5.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.290898509613149,,7.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.749182199292873,105621.6380814228,10.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.4582869275420371,79119.22895702693,5.0
"No, and I don't plan to",In-person,Primary/elementary school,10.1731416206605,84265.2787769211,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.986098535586322,120695.07102416696,6.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.081341504715493,66675.49893146192,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.9096585989116344,70784.14391235319,7.0
"No, and I don't plan to",Remote,Primary/elementary school,5.788154492502796,79073.66336323759,8.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.095580387945199,80639.08868346563,8.0
"No, and I don't plan to",Remote,Primary/elementary school,5.943315960338663,50493.249612149804,7.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.756328668916867,,7.0
"No, but I plan to soon",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.885910790703665,72739.48086179959,7.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.5269242450974838,56531.91956779345,7.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.9868174907869403,63452.86744558753,7.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,9.830545694833951,64572.74381807167,10.0
"No, but I plan to soon",Remote,Primary/elementary school,7.036152746049229,,5.0
"No, and I don't plan to",Remote,Primary/elementary school,11.259506957160951,94636.67965932506,5.0
"No, and I don't plan to",Remote,Primary/elementary school,1.0,74217.76697197734,7.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.3973040355257478,58824.494187169235,5.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,7.057328239376626,96066.75893081563,5.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.670694793935146,,8.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.387988350757833,82931.22180520219,5.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.699271075235111,58646.031786320986,5.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.658620621434276,107993.24221704733,7.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.442393827879206,111037.62851662798,6.0
"No, but I plan to soon",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.36361961961807,96043.68459278278,6.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.5879061781180086,71711.08630095713,5.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,8.436080610223755,93254.42199042975,8.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0487646616479207,66739.6222703965,10.0
